subject,skill,diff,text,A,B,C,D,ans,explain,hint1,hint2,hint3
Toán 9,geo_trig,3,Giá trị sin 30° bằng,0,√3/2,1,1/2,D,"Nhớ các giá trị lượng giác góc đặc biệt 30°,45°,60°.",Ghi nhớ bảng sin/cos góc 30-45-60.,So sánh với tam giác vuông đặc biệt.,Chọn đáp án đúng.
Toán 9,geo_trig,3,Giá trị sin 45° bằng,0,√2/2,√3/2,1,B,"Nhớ các giá trị lượng giác góc đặc biệt 30°,45°,60°.",Ghi nhớ bảng sin/cos góc 30-45-60.,So sánh với tam giác vuông đặc biệt.,Chọn đáp án đúng.
Toán 9,geo_similarity,1,"Hai tam giác đồng dạng, tỉ số đồng dạng k = 3. Nếu cạnh tương ứng ở tam giác nhỏ là 6 thì cạnh ở tam giác lớn là",15,19,18,9,C,Cạnh tỉ lệ theo k: lớn = nhỏ·k.,Đồng dạng: các cạnh tương ứng tỉ lệ.,Nhân cạnh nhỏ với k.,Kết luận.
Toán 9,geo_similarity,1,"Hai tam giác đồng dạng, tỉ số đồng dạng k = 2. Nếu cạnh tương ứng ở tam giác nhỏ là 4 thì cạnh ở tam giác lớn là",8,9,6,8,A,Cạnh tỉ lệ theo k: lớn = nhỏ·k.,Đồng dạng: các cạnh tương ứng tỉ lệ.,Nhân cạnh nhỏ với k.,Kết luận.
Toán 9,geo_similarity,1,"Hai tam giác đồng dạng, tỉ số đồng dạng k = 6. Nếu cạnh tương ứng ở tam giác nhỏ là 7 thì cạnh ở tam giác lớn là",43,13,42,43,C,Cạnh tỉ lệ theo k: lớn = nhỏ·k.,Đồng dạng: các cạnh tương ứng tỉ lệ.,Nhân cạnh nhỏ với k.,Kết luận.
Toán 9,geo_similarity,1,"Hai tam giác đồng dạng, tỉ số đồng dạng k = 5. Nếu cạnh tương ứng ở tam giác nhỏ là 6 thì cạnh ở tam giác lớn là",11,30,31,31,B,Cạnh tỉ lệ theo k: lớn = nhỏ·k.,Đồng dạng: các cạnh tương ứng tỉ lệ.,Nhân cạnh nhỏ với k.,Kết luận.
Toán 9,geo_similarity,1,"Hai tam giác đồng dạng, tỉ số đồng dạng k = 2. Nếu cạnh tương ứng ở tam giác nhỏ là 6 thì cạnh ở tam giác lớn là",13,12,8,10,B,Cạnh tỉ lệ theo k: lớn = nhỏ·k.,Đồng dạng: các cạnh tương ứng tỉ lệ.,Nhân cạnh nhỏ với k.,Kết luận.
Toán 9,geo_similarity,1,"Hai tam giác đồng dạng, tỉ số đồng dạng k = 4. Nếu cạnh tương ứng ở tam giác nhỏ là 3 thì cạnh ở tam giác lớn là",19,7,13,12,D,Cạnh tỉ lệ theo k: lớn = nhỏ·k.,Đồng dạng: các cạnh tương ứng tỉ lệ.,Nhân cạnh nhỏ với k.,Kết luận.
Toán 9,geo_similarity,1,"Hai tam giác đồng dạng, tỉ số đồng dạng k = 6. Nếu cạnh tương ứng ở tam giác nhỏ là 2 thì cạnh ở tam giác lớn là",8,12,13,38,B,Cạnh tỉ lệ theo k: lớn = nhỏ·k.,Đồng dạng: các cạnh tương ứng tỉ lệ.,Nhân cạnh nhỏ với k.,Kết luận.
Toán 9,geo_similarity,2,"Hai tam giác đồng dạng, tỉ số đồng dạng k = 5. Nếu cạnh tương ứng ở tam giác nhỏ là 4 thì cạnh ở tam giác lớn là",21,29,9,20,D,Cạnh tỉ lệ theo k: lớn = nhỏ·k.,Đồng dạng: các cạnh tương ứng tỉ lệ.,Nhân cạnh nhỏ với k.,Kết luận.
Toán 9,geo_similarity,2,"Hai tam giác đồng dạng, tỉ số đồng dạng k = 4. Nếu cạnh tương ứng ở tam giác nhỏ là 3 thì cạnh ở tam giác lớn là",19,13,12,7,C,Cạnh tỉ lệ theo k: lớn = nhỏ·k.,Đồng dạng: các cạnh tương ứng tỉ lệ.,Nhân cạnh nhỏ với k.,Kết luận.
Toán 9,geo_similarity,2,"Hai tam giác đồng dạng, tỉ số đồng dạng k = 5. Nếu cạnh tương ứng ở tam giác nhỏ là 4 thì cạnh ở tam giác lớn là",20,29,9,21,A,Cạnh tỉ lệ theo k: lớn = nhỏ·k.,Đồng dạng: các cạnh tương ứng tỉ lệ.,Nhân cạnh nhỏ với k.,Kết luận.
Toán 9,geo_similarity,2,"Hai tam giác đồng dạng, tỉ số đồng dạng k = 4. Nếu cạnh tương ứng ở tam giác nhỏ là 2 thì cạnh ở tam giác lớn là",18,6,8,9,C,Cạnh tỉ lệ theo k: lớn = nhỏ·k.,Đồng dạng: các cạnh tương ứng tỉ lệ.,Nhân cạnh nhỏ với k.,Kết luận.
Toán 9,geo_similarity,2,"Hai tam giác đồng dạng, tỉ số đồng dạng k = 5. Nếu cạnh tương ứng ở tam giác nhỏ là 6 thì cạnh ở tam giác lớn là",11,30,31,31,B,Cạnh tỉ lệ theo k: lớn = nhỏ·k.,Đồng dạng: các cạnh tương ứng tỉ lệ.,Nhân cạnh nhỏ với k.,Kết luận.
Toán 9,geo_similarity,2,"Hai tam giác đồng dạng, tỉ số đồng dạng k = 6. Nếu cạnh tương ứng ở tam giác nhỏ là 4 thì cạnh ở tam giác lớn là",24,40,10,25,A,Cạnh tỉ lệ theo k: lớn = nhỏ·k.,Đồng dạng: các cạnh tương ứng tỉ lệ.,Nhân cạnh nhỏ với k.,Kết luận.
Toán 9,geo_similarity,2,"Hai tam giác đồng dạng, tỉ số đồng dạng k = 2. Nếu cạnh tương ứng ở tam giác nhỏ là 6 thì cạnh ở tam giác lớn là",12,8,13,10,A,Cạnh tỉ lệ theo k: lớn = nhỏ·k.,Đồng dạng: các cạnh tương ứng tỉ lệ.,Nhân cạnh nhỏ với k.,Kết luận.
Toán 9,geo_similarity,3,"Hai tam giác đồng dạng, tỉ số đồng dạng k = 6. Nếu cạnh tương ứng ở tam giác nhỏ là 3 thì cạnh ở tam giác lớn là",18,9,19,39,A,Cạnh tỉ lệ theo k: lớn = nhỏ·k.,Đồng dạng: các cạnh tương ứng tỉ lệ.,Nhân cạnh nhỏ với k.,Kết luận.
Toán 9,geo_similarity,3,"Hai tam giác đồng dạng, tỉ số đồng dạng k = 4. Nếu cạnh tương ứng ở tam giác nhỏ là 4 thì cạnh ở tam giác lớn là",16,17,20,8,A,Cạnh tỉ lệ theo k: lớn = nhỏ·k.,Đồng dạng: các cạnh tương ứng tỉ lệ.,Nhân cạnh nhỏ với k.,Kết luận.
Toán 9,geo_similarity,3,"Hai tam giác đồng dạng, tỉ số đồng dạng k = 3. Nếu cạnh tương ứng ở tam giác nhỏ là 4 thì cạnh ở tam giác lớn là",13,13,7,12,D,Cạnh tỉ lệ theo k: lớn = nhỏ·k.,Đồng dạng: các cạnh tương ứng tỉ lệ.,Nhân cạnh nhỏ với k.,Kết luận.
Toán 9,geo_similarity,3,"Hai tam giác đồng dạng, tỉ số đồng dạng k = 6. Nếu cạnh tương ứng ở tam giác nhỏ là 2 thì cạnh ở tam giác lớn là",8,12,38,13,B,Cạnh tỉ lệ theo k: lớn = nhỏ·k.,Đồng dạng: các cạnh tương ứng tỉ lệ.,Nhân cạnh nhỏ với k.,Kết luận.
Toán 9,geo_similarity,3,"Hai tam giác đồng dạng, tỉ số đồng dạng k = 3. Nếu cạnh tương ứng ở tam giác nhỏ là 4 thì cạnh ở tam giác lớn là",13,12,13,7,B,Cạnh tỉ lệ theo k: lớn = nhỏ·k.,Đồng dạng: các cạnh tương ứng tỉ lệ.,Nhân cạnh nhỏ với k.,Kết luận.
Toán 9,geo_similarity,3,"Hai tam giác đồng dạng, tỉ số đồng dạng k = 2. Nếu cạnh tương ứng ở tam giác nhỏ là 8 thì cạnh ở tam giác lớn là",10,16,12,17,B,Cạnh tỉ lệ theo k: lớn = nhỏ·k.,Đồng dạng: các cạnh tương ứng tỉ lệ.,Nhân cạnh nhỏ với k.,Kết luận.
Toán 9,geo_circle_length_area,1,Chu vi đường tròn bán kính r=6 (lấy π≈3.14) gần đúng bằng,113.04,43.96,37.68,40.82,C,Chu vi C=2πr.,Nhớ công thức C=2πr.,Thay r vào.,Tính với π≈3.14.
Toán 9,geo_circle_length_area,1,Chu vi đường tròn bán kính r=9 (lấy π≈3.14) gần đúng bằng,56.52,62.80,59.66,254.34,A,Chu vi C=2πr.,Nhớ công thức C=2πr.,Thay r vào.,Tính với π≈3.14.
Toán 9,geo_circle_length_area,1,Chu vi đường tròn bán kính r=6 (lấy π≈3.14) gần đúng bằng,37.68,113.04,43.96,40.82,A,Chu vi C=2πr.,Nhớ công thức C=2πr.,Thay r vào.,Tính với π≈3.14.
Toán 9,geo_circle_length_area,1,Chu vi đường tròn bán kính r=5 (lấy π≈3.14) gần đúng bằng,37.68,31.40,34.54,78.50,B,Chu vi C=2πr.,Nhớ công thức C=2πr.,Thay r vào.,Tính với π≈3.14.
Toán 9,geo_circle_length_area,1,Chu vi đường tròn bán kính r=7 (lấy π≈3.14) gần đúng bằng,153.86,47.10,50.24,43.96,D,Chu vi C=2πr.,Nhớ công thức C=2πr.,Thay r vào.,Tính với π≈3.14.
Toán 9,geo_circle_length_area,1,Chu vi đường tròn bán kính r=4 (lấy π≈3.14) gần đúng bằng,28.26,25.12,50.24,31.40,B,Chu vi C=2πr.,Nhớ công thức C=2πr.,Thay r vào.,Tính với π≈3.14.
Toán 9,geo_circle_length_area,1,Chu vi đường tròn bán kính r=3 (lấy π≈3.14) gần đúng bằng,18.84,25.12,21.98,28.26,A,Chu vi C=2πr.,Nhớ công thức C=2πr.,Thay r vào.,Tính với π≈3.14.
Toán 9,geo_circle_length_area,2,Chu vi đường tròn bán kính r=8 (lấy π≈3.14) gần đúng bằng,53.38,56.52,200.96,50.24,D,Chu vi C=2πr.,Nhớ công thức C=2πr.,Thay r vào.,Tính với π≈3.14.
Toán 9,geo_circle_length_area,2,Chu vi đường tròn bán kính r=3 (lấy π≈3.14) gần đúng bằng,28.26,21.98,18.84,25.12,C,Chu vi C=2πr.,Nhớ công thức C=2πr.,Thay r vào.,Tính với π≈3.14.
Toán 9,geo_circle_length_area,2,Chu vi đường tròn bán kính r=3 (lấy π≈3.14) gần đúng bằng,28.26,21.98,18.84,25.12,C,Chu vi C=2πr.,Nhớ công thức C=2πr.,Thay r vào.,Tính với π≈3.14.
Toán 9,geo_circle_length_area,2,Chu vi đường tròn bán kính r=9 (lấy π≈3.14) gần đúng bằng,56.52,59.66,62.80,254.34,A,Chu vi C=2πr.,Nhớ công thức C=2πr.,Thay r vào.,Tính với π≈3.14.
Toán 9,geo_circle_length_area,2,Chu vi đường tròn bán kính r=2 (lấy π≈3.14) gần đúng bằng,18.84,12.56,15.70,12.56,B,Chu vi C=2πr.,Nhớ công thức C=2πr.,Thay r vào.,Tính với π≈3.14.
Toán 9,geo_circle_length_area,2,Chu vi đường tròn bán kính r=4 (lấy π≈3.14) gần đúng bằng,31.40,50.24,25.12,28.26,C,Chu vi C=2πr.,Nhớ công thức C=2πr.,Thay r vào.,Tính với π≈3.14.
Toán 9,geo_circle_length_area,2,Chu vi đường tròn bán kính r=3 (lấy π≈3.14) gần đúng bằng,25.12,28.26,21.98,18.84,D,Chu vi C=2πr.,Nhớ công thức C=2πr.,Thay r vào.,Tính với π≈3.14.
Toán 9,geo_circle_length_area,3,Chu vi đường tròn bán kính r=9 (lấy π≈3.14) gần đúng bằng,62.80,254.34,59.66,56.52,D,Chu vi C=2πr.,Nhớ công thức C=2πr.,Thay r vào.,Tính với π≈3.14.
Toán 9,geo_circle_length_area,3,Chu vi đường tròn bán kính r=2 (lấy π≈3.14) gần đúng bằng,15.70,12.56,18.84,12.56,B,Chu vi C=2πr.,Nhớ công thức C=2πr.,Thay r vào.,Tính với π≈3.14.
Toán 9,geo_circle_length_area,3,Chu vi đường tròn bán kính r=2 (lấy π≈3.14) gần đúng bằng,15.70,12.56,12.56,18.84,B,Chu vi C=2πr.,Nhớ công thức C=2πr.,Thay r vào.,Tính với π≈3.14.
Toán 9,geo_circle_length_area,3,Chu vi đường tròn bán kính r=3 (lấy π≈3.14) gần đúng bằng,28.26,21.98,18.84,25.12,C,Chu vi C=2πr.,Nhớ công thức C=2πr.,Thay r vào.,Tính với π≈3.14.
Toán 9,geo_circle_length_area,3,Chu vi đường tròn bán kính r=9 (lấy π≈3.14) gần đúng bằng,59.66,254.34,62.80,56.52,D,Chu vi C=2πr.,Nhớ công thức C=2πr.,Thay r vào.,Tính với π≈3.14.
Toán 9,geo_circle_length_area,3,Chu vi đường tròn bán kính r=6 (lấy π≈3.14) gần đúng bằng,43.96,40.82,113.04,37.68,D,Chu vi C=2πr.,Nhớ công thức C=2πr.,Thay r vào.,Tính với π≈3.14.
Toán 9,geo_circle_angles,1,"Trong đường tròn, góc nội tiếp chắn cùng cung với góc ở tâm 80° thì góc nội tiếp bằng",80°,30°,40°,50°,C,Góc nội tiếp bằng nửa góc ở tâm cùng chắn một cung.,Nhớ: nội tiếp = 1/2 ở tâm.,Lấy góc ở tâm chia 2.,Ghi kèm đơn vị độ.
Toán 9,geo_circle_angles,1,"Trong đường tròn, góc nội tiếp chắn cùng cung với góc ở tâm 120° thì góc nội tiếp bằng",60°,50°,70°,120°,A,Góc nội tiếp bằng nửa góc ở tâm cùng chắn một cung.,Nhớ: nội tiếp = 1/2 ở tâm.,Lấy góc ở tâm chia 2.,Ghi kèm đơn vị độ.
Toán 9,geo_circle_angles,1,"Trong đường tròn, góc nội tiếp chắn cùng cung với góc ở tâm 140° thì góc nội tiếp bằng",60°,80°,70°,140°,C,Góc nội tiếp bằng nửa góc ở tâm cùng chắn một cung.,Nhớ: nội tiếp = 1/2 ở tâm.,Lấy góc ở tâm chia 2.,Ghi kèm đơn vị độ.
Toán 9,geo_circle_angles,1,"Trong đường tròn, góc nội tiếp chắn cùng cung với góc ở tâm 140° thì góc nội tiếp bằng",80°,60°,140°,70°,D,Góc nội tiếp bằng nửa góc ở tâm cùng chắn một cung.,Nhớ: nội tiếp = 1/2 ở tâm.,Lấy góc ở tâm chia 2.,Ghi kèm đơn vị độ.
Toán 9,geo_circle_angles,1,"Trong đường tròn, góc nội tiếp chắn cùng cung với góc ở tâm 100° thì góc nội tiếp bằng",40°,60°,100°,50°,D,Góc nội tiếp bằng nửa góc ở tâm cùng chắn một cung.,Nhớ: nội tiếp = 1/2 ở tâm.,Lấy góc ở tâm chia 2.,Ghi kèm đơn vị độ.
Toán 9,geo_circle_angles,1,"Trong đường tròn, góc nội tiếp chắn cùng cung với góc ở tâm 140° thì góc nội tiếp bằng",140°,60°,70°,80°,C,Góc nội tiếp bằng nửa góc ở tâm cùng chắn một cung.,Nhớ: nội tiếp = 1/2 ở tâm.,Lấy góc ở tâm chia 2.,Ghi kèm đơn vị độ.
Toán 9,geo_circle_angles,1,"Trong đường tròn, góc nội tiếp chắn cùng cung với góc ở tâm 80° thì góc nội tiếp bằng",30°,40°,80°,50°,B,Góc nội tiếp bằng nửa góc ở tâm cùng chắn một cung.,Nhớ: nội tiếp = 1/2 ở tâm.,Lấy góc ở tâm chia 2.,Ghi kèm đơn vị độ.
Toán 9,geo_circle_angles,2,"Trong đường tròn, góc nội tiếp chắn cùng cung với góc ở tâm 140° thì góc nội tiếp bằng",70°,140°,80°,60°,A,Góc nội tiếp bằng nửa góc ở tâm cùng chắn một cung.,Nhớ: nội tiếp = 1/2 ở tâm.,Lấy góc ở tâm chia 2.,Ghi kèm đơn vị độ.
Toán 9,geo_circle_angles,2,"Trong đường tròn, góc nội tiếp chắn cùng cung với góc ở tâm 140° thì góc nội tiếp bằng",60°,140°,70°,80°,C,Góc nội tiếp bằng nửa góc ở tâm cùng chắn một cung.,Nhớ: nội tiếp = 1/2 ở tâm.,Lấy góc ở tâm chia 2.,Ghi kèm đơn vị độ.
Toán 9,geo_circle_angles,2,"Trong đường tròn, góc nội tiếp chắn cùng cung với góc ở tâm 120° thì góc nội tiếp bằng",50°,120°,60°,70°,C,Góc nội tiếp bằng nửa góc ở tâm cùng chắn một cung.,Nhớ: nội tiếp = 1/2 ở tâm.,Lấy góc ở tâm chia 2.,Ghi kèm đơn vị độ.
Toán 9,geo_circle_angles,2,"Trong đường tròn, góc nội tiếp chắn cùng cung với góc ở tâm 100° thì góc nội tiếp bằng",40°,50°,100°,60°,B,Góc nội tiếp bằng nửa góc ở tâm cùng chắn một cung.,Nhớ: nội tiếp = 1/2 ở tâm.,Lấy góc ở tâm chia 2.,Ghi kèm đơn vị độ.
Toán 9,geo_circle_angles,2,"Trong đường tròn, góc nội tiếp chắn cùng cung với góc ở tâm 120° thì góc nội tiếp bằng",60°,50°,120°,70°,A,Góc nội tiếp bằng nửa góc ở tâm cùng chắn một cung.,Nhớ: nội tiếp = 1/2 ở tâm.,Lấy góc ở tâm chia 2.,Ghi kèm đơn vị độ.
Toán 9,geo_circle_angles,2,"Trong đường tròn, góc nội tiếp chắn cùng cung với góc ở tâm 140° thì góc nội tiếp bằng",60°,70°,140°,80°,B,Góc nội tiếp bằng nửa góc ở tâm cùng chắn một cung.,Nhớ: nội tiếp = 1/2 ở tâm.,Lấy góc ở tâm chia 2.,Ghi kèm đơn vị độ.
Toán 9,geo_circle_angles,2,"Trong đường tròn, góc nội tiếp chắn cùng cung với góc ở tâm 120° thì góc nội tiếp bằng",70°,60°,120°,50°,B,Góc nội tiếp bằng nửa góc ở tâm cùng chắn một cung.,Nhớ: nội tiếp = 1/2 ở tâm.,Lấy góc ở tâm chia 2.,Ghi kèm đơn vị độ.
Toán 9,geo_circle_angles,3,"Trong đường tròn, góc nội tiếp chắn cùng cung với góc ở tâm 140° thì góc nội tiếp bằng",140°,70°,60°,80°,B,Góc nội tiếp bằng nửa góc ở tâm cùng chắn một cung.,Nhớ: nội tiếp = 1/2 ở tâm.,Lấy góc ở tâm chia 2.,Ghi kèm đơn vị độ.
Toán 9,geo_circle_angles,3,"Trong đường tròn, góc nội tiếp chắn cùng cung với góc ở tâm 100° thì góc nội tiếp bằng",100°,60°,50°,40°,C,Góc nội tiếp bằng nửa góc ở tâm cùng chắn một cung.,Nhớ: nội tiếp = 1/2 ở tâm.,Lấy góc ở tâm chia 2.,Ghi kèm đơn vị độ.
Toán 9,geo_circle_angles,3,"Trong đường tròn, góc nội tiếp chắn cùng cung với góc ở tâm 120° thì góc nội tiếp bằng",50°,60°,120°,70°,B,Góc nội tiếp bằng nửa góc ở tâm cùng chắn một cung.,Nhớ: nội tiếp = 1/2 ở tâm.,Lấy góc ở tâm chia 2.,Ghi kèm đơn vị độ.
Toán 9,geo_circle_angles,3,"Trong đường tròn, góc nội tiếp chắn cùng cung với góc ở tâm 140° thì góc nội tiếp bằng",70°,60°,140°,80°,A,Góc nội tiếp bằng nửa góc ở tâm cùng chắn một cung.,Nhớ: nội tiếp = 1/2 ở tâm.,Lấy góc ở tâm chia 2.,Ghi kèm đơn vị độ.
Toán 9,geo_circle_angles,3,"Trong đường tròn, góc nội tiếp chắn cùng cung với góc ở tâm 100° thì góc nội tiếp bằng",50°,40°,100°,60°,A,Góc nội tiếp bằng nửa góc ở tâm cùng chắn một cung.,Nhớ: nội tiếp = 1/2 ở tâm.,Lấy góc ở tâm chia 2.,Ghi kèm đơn vị độ.
Toán 9,geo_circle_angles,3,"Trong đường tròn, góc nội tiếp chắn cùng cung với góc ở tâm 100° thì góc nội tiếp bằng",100°,60°,40°,50°,D,Góc nội tiếp bằng nửa góc ở tâm cùng chắn một cung.,Nhớ: nội tiếp = 1/2 ở tâm.,Lấy góc ở tâm chia 2.,Ghi kèm đơn vị độ.
Toán 9,geo_circle_tangent,1,Tiếp tuyến của đường tròn tại A vuông góc với,Dây AB,Bán kính OA,Đường kính bất kỳ,Cung AB,B,Tiếp tuyến tại A vuông góc với bán kính đi qua A.,Nhớ tính chất tiếp tuyến.,Tiếp tuyến ⟂ bán kính tại tiếp điểm.,Chọn OA.
Toán 9,geo_circle_tangent,1,Tiếp tuyến của đường tròn tại A vuông góc với,Bán kính OA,Dây AB,Cung AB,Đường kính bất kỳ,A,Tiếp tuyến tại A vuông góc với bán kính đi qua A.,Nhớ tính chất tiếp tuyến.,Tiếp tuyến ⟂ bán kính tại tiếp điểm.,Chọn OA.
Toán 9,geo_circle_tangent,1,Tiếp tuyến của đường tròn tại A vuông góc với,Bán kính OA,Dây AB,Cung AB,Đường kính bất kỳ,A,Tiếp tuyến tại A vuông góc với bán kính đi qua A.,Nhớ tính chất tiếp tuyến.,Tiếp tuyến ⟂ bán kính tại tiếp điểm.,Chọn OA.
Toán 9,geo_circle_tangent,1,Tiếp tuyến của đường tròn tại A vuông góc với,Đường kính bất kỳ,Cung AB,Bán kính OA,Dây AB,C,Tiếp tuyến tại A vuông góc với bán kính đi qua A.,Nhớ tính chất tiếp tuyến.,Tiếp tuyến ⟂ bán kính tại tiếp điểm.,Chọn OA.
Toán 9,geo_circle_tangent,1,Tiếp tuyến của đường tròn tại A vuông góc với,Đường kính bất kỳ,Dây AB,Bán kính OA,Cung AB,C,Tiếp tuyến tại A vuông góc với bán kính đi qua A.,Nhớ tính chất tiếp tuyến.,Tiếp tuyến ⟂ bán kính tại tiếp điểm.,Chọn OA.
Toán 9,geo_circle_tangent,1,Tiếp tuyến của đường tròn tại A vuông góc với,Cung AB,Dây AB,Đường kính bất kỳ,Bán kính OA,D,Tiếp tuyến tại A vuông góc với bán kính đi qua A.,Nhớ tính chất tiếp tuyến.,Tiếp tuyến ⟂ bán kính tại tiếp điểm.,Chọn OA.
Toán 9,geo_circle_tangent,1,Tiếp tuyến của đường tròn tại A vuông góc với,Cung AB,Bán kính OA,Đường kính bất kỳ,Dây AB,B,Tiếp tuyến tại A vuông góc với bán kính đi qua A.,Nhớ tính chất tiếp tuyến.,Tiếp tuyến ⟂ bán kính tại tiếp điểm.,Chọn OA.
Toán 9,geo_circle_tangent,2,Tiếp tuyến của đường tròn tại A vuông góc với,Cung AB,Đường kính bất kỳ,Bán kính OA,Dây AB,C,Tiếp tuyến tại A vuông góc với bán kính đi qua A.,Nhớ tính chất tiếp tuyến.,Tiếp tuyến ⟂ bán kính tại tiếp điểm.,Chọn OA.
Toán 9,geo_circle_tangent,2,Tiếp tuyến của đường tròn tại A vuông góc với,Đường kính bất kỳ,Bán kính OA,Cung AB,Dây AB,B,Tiếp tuyến tại A vuông góc với bán kính đi qua A.,Nhớ tính chất tiếp tuyến.,Tiếp tuyến ⟂ bán kính tại tiếp điểm.,Chọn OA.
Toán 9,geo_circle_tangent,2,Tiếp tuyến của đường tròn tại A vuông góc với,Cung AB,Bán kính OA,Dây AB,Đường kính bất kỳ,B,Tiếp tuyến tại A vuông góc với bán kính đi qua A.,Nhớ tính chất tiếp tuyến.,Tiếp tuyến ⟂ bán kính tại tiếp điểm.,Chọn OA.
Toán 9,geo_circle_tangent,2,Tiếp tuyến của đường tròn tại A vuông góc với,Đường kính bất kỳ,Dây AB,Cung AB,Bán kính OA,D,Tiếp tuyến tại A vuông góc với bán kính đi qua A.,Nhớ tính chất tiếp tuyến.,Tiếp tuyến ⟂ bán kính tại tiếp điểm.,Chọn OA.
Toán 9,geo_circle_tangent,2,Tiếp tuyến của đường tròn tại A vuông góc với,Bán kính OA,Dây AB,Đường kính bất kỳ,Cung AB,A,Tiếp tuyến tại A vuông góc với bán kính đi qua A.,Nhớ tính chất tiếp tuyến.,Tiếp tuyến ⟂ bán kính tại tiếp điểm.,Chọn OA.
Toán 9,geo_circle_tangent,2,Tiếp tuyến của đường tròn tại A vuông góc với,Đường kính bất kỳ,Dây AB,Cung AB,Bán kính OA,D,Tiếp tuyến tại A vuông góc với bán kính đi qua A.,Nhớ tính chất tiếp tuyến.,Tiếp tuyến ⟂ bán kính tại tiếp điểm.,Chọn OA.
Toán 9,geo_circle_tangent,2,Tiếp tuyến của đường tròn tại A vuông góc với,Bán kính OA,Đường kính bất kỳ,Dây AB,Cung AB,A,Tiếp tuyến tại A vuông góc với bán kính đi qua A.,Nhớ tính chất tiếp tuyến.,Tiếp tuyến ⟂ bán kính tại tiếp điểm.,Chọn OA.
Toán 9,geo_circle_tangent,3,Tiếp tuyến của đường tròn tại A vuông góc với,Đường kính bất kỳ,Cung AB,Bán kính OA,Dây AB,C,Tiếp tuyến tại A vuông góc với bán kính đi qua A.,Nhớ tính chất tiếp tuyến.,Tiếp tuyến ⟂ bán kính tại tiếp điểm.,Chọn OA.
Toán 9,geo_circle_tangent,3,Tiếp tuyến của đường tròn tại A vuông góc với,Dây AB,Đường kính bất kỳ,Cung AB,Bán kính OA,D,Tiếp tuyến tại A vuông góc với bán kính đi qua A.,Nhớ tính chất tiếp tuyến.,Tiếp tuyến ⟂ bán kính tại tiếp điểm.,Chọn OA.
Toán 9,geo_circle_tangent,3,Tiếp tuyến của đường tròn tại A vuông góc với,Đường kính bất kỳ,Bán kính OA,Cung AB,Dây AB,B,Tiếp tuyến tại A vuông góc với bán kính đi qua A.,Nhớ tính chất tiếp tuyến.,Tiếp tuyến ⟂ bán kính tại tiếp điểm.,Chọn OA.
Toán 9,geo_circle_tangent,3,Tiếp tuyến của đường tròn tại A vuông góc với,Cung AB,Dây AB,Bán kính OA,Đường kính bất kỳ,C,Tiếp tuyến tại A vuông góc với bán kính đi qua A.,Nhớ tính chất tiếp tuyến.,Tiếp tuyến ⟂ bán kính tại tiếp điểm.,Chọn OA.
Toán 9,geo_circle_tangent,3,Tiếp tuyến của đường tròn tại A vuông góc với,Cung AB,Dây AB,Bán kính OA,Đường kính bất kỳ,C,Tiếp tuyến tại A vuông góc với bán kính đi qua A.,Nhớ tính chất tiếp tuyến.,Tiếp tuyến ⟂ bán kính tại tiếp điểm.,Chọn OA.
Toán 9,geo_circle_tangent,3,Tiếp tuyến của đường tròn tại A vuông góc với,Dây AB,Cung AB,Đường kính bất kỳ,Bán kính OA,D,Tiếp tuyến tại A vuông góc với bán kính đi qua A.,Nhớ tính chất tiếp tuyến.,Tiếp tuyến ⟂ bán kính tại tiếp điểm.,Chọn OA.
Toán 9,geo_coordinate,1,"Trung điểm M của đoạn thẳng nối A(-2,-2) và B(1,-4) có tọa độ","(-2,-4)","(1,-2)","(-1,-6)","(-0.5,-3.0)",D,"M((x1+x2)/2,(y1+y2)/2).",Nhớ công thức trung điểm.,Cộng tọa độ rồi chia 2.,"Viết theo dạng (x,y)."
Toán 9,geo_coordinate,1,"Trung điểm M của đoạn thẳng nối A(0,-1) và B(2,-4) có tọa độ","(1.0,-2.5)","(0,-4)","(2,-1)","(2,-5)",A,"M((x1+x2)/2,(y1+y2)/2).",Nhớ công thức trung điểm.,Cộng tọa độ rồi chia 2.,"Viết theo dạng (x,y)."
Toán 9,geo_coordinate,1,"Trung điểm M của đoạn thẳng nối A(0,3) và B(-1,2) có tọa độ","(-1,5)","(-0.5,2.5)","(0,2)","(-1,3)",B,"M((x1+x2)/2,(y1+y2)/2).",Nhớ công thức trung điểm.,Cộng tọa độ rồi chia 2.,"Viết theo dạng (x,y)."
Toán 9,geo_coordinate,1,"Trung điểm M của đoạn thẳng nối A(-2,3) và B(2,3) có tọa độ","(2,3)","(-2,3)","(0.0,3.0)","(0,6)",C,"M((x1+x2)/2,(y1+y2)/2).",Nhớ công thức trung điểm.,Cộng tọa độ rồi chia 2.,"Viết theo dạng (x,y)."
Toán 9,geo_coordinate,1,"Trung điểm M của đoạn thẳng nối A(1,1) và B(1,2) có tọa độ","(1,1)","(1.0,1.5)","(2,3)","(1,2)",B,"M((x1+x2)/2,(y1+y2)/2).",Nhớ công thức trung điểm.,Cộng tọa độ rồi chia 2.,"Viết theo dạng (x,y)."
